order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,cost_price,quantity,discount_amount,sale_price,profit
4925,10/14/2022 0:00,Second Class,Home Office,United States,Huntsville,Alabama,35810,South,Technology,Phones,TEC-PH-10002890,70,2,1.8,88.2,18.2
4926,8/24/2023 0:00,First Class,Corporate,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Art,OFF-AR-10003338,10,2,0.5,9.5,-0.5
4927,1/9/2022 0:00,Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Tables,FUR-TA-10003008,70,1,4.5,85.5,15.5
4928,2/21/2022 0:00,Standard Class,Home Office,United States,Fairfield,Connecticut,6824,East,Office Supplies,Paper,OFF-PA-10001972,20,3,1,19,-1
4929,3/16/2023 0:00,Standard Class,Home Office,United States,Fairfield,Connecticut,6824,East,Furniture,Chairs,FUR-CH-10000155,810,3,45,855,45
4930,2/9/2022 0:00,First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Art,OFF-AR-10000658,50,5,1.8,58.2,8.2
4931,3/8/2022 0:00,First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Paper,OFF-PA-10000349,10,3,0.4,9.6,-0.4
4932,11/23/2023 0:00,Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Art,OFF-AR-10001446,20,2,0.8,19.2,-0.8
4933,9/9/2022 0:00,Standard Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Envelopes,OFF-EN-10004483,10,1,0.4,9.6,-0.4
4934,4/15/2022 0:00,Standard Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Binders,OFF-BI-10002012,0,2,0,0,0
4935,5/27/2022 0:00,Standard Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Fasteners,OFF-FA-10003021,0,3,0,0,0
4936,6/24/2022 0:00,Standard Class,Corporate,United States,Lehi,Utah,84043,West,Technology,Phones,TEC-PH-10003356,20,3,0.4,19.6,-0.4
4937,8/29/2023 0:00,Standard Class,Home Office,United States,Tuscaloosa,Alabama,35401,South,Office Supplies,Binders,OFF-BI-10004728,20,7,0.6,29.4,9.4
4938,9/10/2023 0:00,Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,OFF-ST-10000078,1220,5,26.6,1303.4,83.4
4939,11/23/2022 0:00,Standard Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Bookcases,FUR-BO-10003034,310,3,6.6,323.4,13.4
4940,6/19/2023 0:00,Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Art,OFF-AR-10003514,20,5,1,19,-1
4941,2/8/2023 0:00,Standard Class,Consumer,United States,Wilmington,Delaware,19805,East,Furniture,Chairs,FUR-CH-10001708,1160,9,25.4,1244.6,84.6
4942,4/21/2022 0:00,Standard Class,Consumer,United States,Wilmington,Delaware,19805,East,Furniture,Bookcases,FUR-BO-10002598,220,4,5.6,274.4,54.4
4943,3/29/2023 0:00,Standard Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Art,OFF-AR-10001022,10,2,0.2,9.8,-0.2
4944,12/28/2022 0:00,Standard Class,Consumer,United States,Lafayette,Indiana,47905,Central,Office Supplies,Storage,OFF-ST-10004459,320,1,7.6,372.4,52.4
4945,5/28/2023 0:00,First Class,Consumer,United States,Redondo Beach,California,90278,West,Office Supplies,Paper,OFF-PA-10004381,90,2,5,95,5
4946,6/14/2022 0:00,First Class,Consumer,United States,Redondo Beach,California,90278,West,Office Supplies,Binders,OFF-BI-10000050,10,2,0.5,9.5,-0.5
4947,11/24/2022 0:00,First Class,Consumer,United States,Redondo Beach,California,90278,West,Office Supplies,Fasteners,OFF-FA-10000304,0,2,0,0,0
4948,4/3/2022 0:00,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Labels,OFF-LA-10002475,30,4,0.6,29.4,-0.6
4949,3/9/2023 0:00,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Binders,OFF-BI-10001989,100,7,6,114,14
4950,11/29/2023 0:00,Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Furnishings,FUR-FU-10000732,20,3,0.8,19.2,-0.8
4951,6/25/2023 0:00,Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Art,OFF-AR-10004441,10,3,0.3,9.7,-0.3
4952,11/20/2022 0:00,Standard Class,Consumer,United States,Royal Oak,Michigan,48073,Central,Office Supplies,Paper,OFF-PA-10000304,10,2,0.2,9.8,-0.2
4953,8/20/2023 0:00,Second Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Appliances,OFF-AP-10002670,60,1,2.8,67.2,7.2
4954,4/18/2022 0:00,Standard Class,Corporate,United States,New York City,New York,10009,East,Technology,Phones,TEC-PH-10001527,80,2,2.7,87.3,7.3
4955,6/10/2022 0:00,Second Class,Corporate,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Art,OFF-AR-10002335,20,7,0.4,19.6,-0.4
4956,5/1/2022 0:00,Second Class,Corporate,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Paper,OFF-PA-10003641,70,3,4,76,6
4957,1/31/2022 0:00,Second Class,Corporate,United States,North Las Vegas,Nevada,89031,West,Furniture,Furnishings,FUR-FU-10002685,30,2,1.6,38.4,8.4
4958,3/29/2022 0:00,Standard Class,Consumer,United States,Carrollton,Texas,75007,Central,Office Supplies,Binders,OFF-BI-10001308,0,2,0,0,0
4959,8/16/2022 0:00,Standard Class,Consumer,United States,Carrollton,Texas,75007,Central,Office Supplies,Fasteners,OFF-FA-10003485,20,9,0.4,19.6,-0.4
4960,3/9/2023 0:00,Standard Class,Home Office,United States,Los Angeles,California,90008,West,Technology,Phones,TEC-PH-10003357,50,1,1.8,58.2,8.2
4961,8/7/2023 0:00,Standard Class,Home Office,United States,Los Angeles,California,90008,West,Office Supplies,Appliances,OFF-AP-10002867,60,1,1.4,68.6,8.6
4962,8/8/2022 0:00,First Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,FUR-CH-10004477,40,1,1.5,48.5,8.5
4963,6/6/2023 0:00,First Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Art,OFF-AR-10001427,20,3,1,19,-1
4964,8/27/2023 0:00,First Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,OFF-ST-10002344,210,3,9.6,230.4,20.4
4965,4/14/2023 0:00,Second Class,Consumer,United States,Fort Lauderdale,Florida,33311,South,Office Supplies,Binders,OFF-BI-10000301,10,4,0.5,9.5,-0.5
4966,1/1/2023 0:00,Second Class,Corporate,United States,Columbia,Tennessee,38401,South,Technology,Phones,TEC-PH-10001944,430,4,9.4,460.6,30.6
4967,9/24/2022 0:00,Second Class,Home Office,United States,Providence,Rhode Island,2908,East,Technology,Phones,TEC-PH-10001527,110,3,2.6,127.4,17.4
4968,8/30/2022 0:00,Second Class,Home Office,United States,Providence,Rhode Island,2908,East,Office Supplies,Paper,OFF-PA-10001307,10,2,0.4,9.6,-0.4
4969,11/19/2023 0:00,Second Class,Home Office,United States,Providence,Rhode Island,2908,East,Technology,Accessories,TEC-AC-10004571,190,2,10,190,0
4970,9/25/2022 0:00,Second Class,Home Office,United States,Providence,Rhode Island,2908,East,Furniture,Chairs,FUR-CH-10001973,100,1,3.3,106.7,6.7
4971,2/23/2023 0:00,First Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Chairs,FUR-CH-10000513,170,2,8.4,201.6,31.6
4972,12/22/2023 0:00,First Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,OFF-PA-10002421,40,2,2,38,-2
4973,11/1/2022 0:00,First Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,FUR-FU-10004090,30,2,1.2,38.8,8.8
4974,1/15/2022 0:00,First Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,OFF-PA-10004071,70,2,2.7,87.3,17.3
4975,9/6/2023 0:00,Standard Class,Home Office,United States,Oceanside,California,92054,West,Office Supplies,Paper,OFF-PA-10002246,10,2,0.2,9.8,-0.2
4976,6/17/2023 0:00,Second Class,Corporate,United States,Jacksonville,Florida,32216,South,Technology,Accessories,TEC-AC-10003198,630,9,14.4,705.6,75.6
4977,6/11/2023 0:00,First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,OFF-BI-10001031,20,5,0.6,19.4,-0.6
4978,7/7/2022 0:00,First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,OFF-BI-10003727,10,2,0.5,9.5,-0.5
4979,9/1/2022 0:00,First Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,TEC-PH-10001336,700,6,30.8,739.2,39.2
4980,6/19/2023 0:00,Second Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Supplies,OFF-SU-10001664,20,3,0.8,19.2,-0.8
4981,7/6/2023 0:00,Second Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Appliances,OFF-AP-10003971,0,2,0,0,0
4982,10/2/2023 0:00,Second Class,Corporate,United States,Chicago,Illinois,60610,Central,Technology,Accessories,TEC-AC-10000199,20,4,0.6,19.4,-0.6
4983,7/3/2022 0:00,Standard Class,Corporate,United States,Huntington Beach,California,92646,West,Office Supplies,Labels,OFF-LA-10001045,10,2,0.4,9.6,-0.4
4984,7/2/2023 0:00,Second Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Storage,OFF-ST-10003442,70,3,3.2,76.8,6.8
4985,8/26/2023 0:00,Standard Class,Corporate,United States,Nashville,Tennessee,37211,South,Office Supplies,Fasteners,OFF-FA-10003059,10,5,0.3,9.7,-0.3
4986,3/26/2022 0:00,Same Day,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,OFF-LA-10001175,10,5,0.4,9.6,-0.4
4987,9/2/2023 0:00,Standard Class,Home Office,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Paper,OFF-PA-10003441,20,3,1,19,-1
4988,12/7/2022 0:00,Standard Class,Home Office,United States,Colorado Springs,Colorado,80906,West,Furniture,Chairs,FUR-CH-10004287,1080,6,39.9,1290.1,210.1
4989,4/25/2022 0:00,Standard Class,Home Office,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Binders,OFF-BI-10004040,0,2,0,0,0
4990,3/13/2023 0:00,Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Binders,OFF-BI-10004022,10,3,0.2,9.8,-0.2
4991,5/11/2022 0:00,Standard Class,Home Office,United States,San Francisco,California,94110,West,Technology,Phones,TEC-PH-10002200,590,4,27.6,662.4,72.4
4992,8/9/2022 0:00,Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,OFF-BI-10001120,1630,5,94.5,1795.5,165.5
4993,11/27/2023 0:00,Standard Class,Corporate,United States,Memphis,Tennessee,38109,South,Office Supplies,Envelopes,OFF-EN-10000461,60,8,1.8,58.2,-1.8
4994,4/9/2023 0:00,Standard Class,Corporate,United States,Memphis,Tennessee,38109,South,Office Supplies,Labels,OFF-LA-10004008,20,8,0.6,19.4,-0.6
4995,10/30/2022 0:00,Standard Class,Corporate,United States,Memphis,Tennessee,38109,South,Furniture,Furnishings,FUR-FU-10000221,20,5,0.6,19.4,-0.6
4996,2/14/2022 0:00,Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Binders,OFF-BI-10000962,40,4,1.5,48.5,8.5
4997,1/5/2023 0:00,Standard Class,Corporate,United States,Raleigh,North Carolina,27604,South,Office Supplies,Appliances,OFF-AP-10000390,40,1,1.5,48.5,8.5
4998,10/1/2022 0:00,Standard Class,Corporate,United States,Raleigh,North Carolina,27604,South,Office Supplies,Binders,OFF-BI-10000014,10,4,0.4,9.6,-0.4
4999,5/27/2023 0:00,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Technology,Phones,TEC-PH-10004120,100,1,3.3,106.7,6.7
5000,1/10/2022 0:00,Standard Class,Home Office,United States,Los Angeles,California,90045,West,Office Supplies,Paper,OFF-PA-10002764,50,5,1.8,58.2,8.2
5001,1/2/2023 0:00,Standard Class,Home Office,United States,Los Angeles,California,90004,West,Technology,Accessories,TEC-AC-10000736,70,1,1.6,78.4,8.4
5002,5/2/2023 0:00,Same Day,Home Office,United States,Newport News,Virginia,23602,South,Office Supplies,Supplies,OFF-SU-10000898,60,5,2.1,67.9,7.9
5003,9/22/2023 0:00,Same Day,Home Office,United States,Newport News,Virginia,23602,South,Office Supplies,Paper,OFF-PA-10004327,150,4,7.6,182.4,32.4
5004,1/10/2023 0:00,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Paper,OFF-PA-10000143,10,2,0.3,9.7,-0.3
5005,3/10/2022 0:00,Second Class,Consumer,United States,Jackson,Mississippi,39212,South,Technology,Accessories,TEC-AC-10002550,50,3,1,49,-1
5006,10/29/2023 0:00,Second Class,Corporate,United States,Richmond,Indiana,47374,Central,Office Supplies,Storage,OFF-ST-10003306,610,5,35.5,674.5,64.5
5007,2/28/2022 0:00,Standard Class,Home Office,United States,New York City,New York,10035,East,Technology,Machines,TEC-MA-10000045,1930,2,116,2204,274
5008,12/11/2023 0:00,Standard Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Storage,OFF-ST-10001505,20,3,0.8,19.2,-0.8
5009,5/23/2023 0:00,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,OFF-BI-10004781,10,1,0.3,9.7,-0.3
5010,4/17/2023 0:00,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,TEC-PH-10002680,750,6,39.5,750.5,0.5
5011,2/7/2022 0:00,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,OFF-BI-10000848,0,3,0,0,0
5012,10/21/2022 0:00,First Class,Corporate,United States,Phoenix,Arizona,85023,West,Furniture,Bookcases,FUR-BO-10004467,190,7,10.5,199.5,9.5
5013,6/23/2022 0:00,Standard Class,Home Office,United States,Cleveland,Ohio,44105,East,Office Supplies,Binders,OFF-BI-10001670,30,3,1.2,28.8,-1.2
5014,10/25/2022 0:00,Standard Class,Home Office,United States,Cleveland,Ohio,44105,East,Office Supplies,Storage,OFF-ST-10000136,200,7,6.6,213.4,13.4
5015,7/3/2023 0:00,Standard Class,Home Office,United States,Cleveland,Ohio,44105,East,Technology,Phones,TEC-PH-10004522,190,6,6.3,203.7,13.7
5016,8/21/2022 0:00,Standard Class,Consumer,United States,Toledo,Ohio,43615,East,Furniture,Furnishings,FUR-FU-10002960,30,7,0.8,39.2,9.2
5017,4/16/2022 0:00,Standard Class,Consumer,United States,Toledo,Ohio,43615,East,Technology,Phones,TEC-PH-10002584,1250,4,75,1425,175
5018,7/18/2023 0:00,First Class,Consumer,United States,Los Angeles,California,90008,West,Furniture,Furnishings,FUR-FU-10002505,10,3,0.2,9.8,-0.2
5019,9/4/2023 0:00,First Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Accessories,TEC-AC-10003832,640,3,15.4,754.6,114.6
5020,4/20/2022 0:00,First Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Supplies,OFF-SU-10002537,20,2,1,19,-1
5021,1/12/2022 0:00,Second Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Supplies,OFF-SU-10003505,330,3,10.5,339.5,9.5
5022,6/7/2022 0:00,Standard Class,Consumer,United States,San Diego,California,92037,West,Technology,Accessories,TEC-AC-10001465,60,2,2.8,67.2,7.2
5023,3/17/2023 0:00,Standard Class,Consumer,United States,San Diego,California,92037,West,Technology,Accessories,TEC-AC-10003832,690,3,15.4,754.6,64.6
5024,3/1/2022 0:00,Standard Class,Consumer,United States,San Diego,California,92037,West,Furniture,Furnishings,FUR-FU-10003731,30,4,0.8,39.2,9.2
5025,8/22/2022 0:00,Standard Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Binders,OFF-BI-10004828,30,2,0.9,29.1,-0.9
5026,12/6/2023 0:00,Standard Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Technology,Phones,TEC-PH-10003012,390,3,13.8,446.2,56.2
5027,4/6/2023 0:00,Standard Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Appliances,OFF-AP-10002311,120,2,2.8,137.2,17.2
5028,8/19/2023 0:00,Standard Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Furniture,Chairs,FUR-CH-10004626,280,3,6,294,14
5029,6/7/2023 0:00,Second Class,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Accessories,TEC-AC-10001606,210,3,4.8,235.2,25.2
5030,5/17/2022 0:00,Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Art,OFF-AR-10001216,10,3,0.4,9.6,-0.4
5031,1/2/2023 0:00,Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Supplies,OFF-SU-10001664,10,1,0.4,9.6,-0.4
5032,3/31/2023 0:00,Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,OFF-BI-10002498,110,8,3.6,116.4,6.4
5033,1/17/2023 0:00,Standard Class,Corporate,United States,Vineland,New Jersey,8360,East,Furniture,Chairs,FUR-CH-10003968,180,3,8.4,201.6,21.6
5034,6/14/2023 0:00,Standard Class,Corporate,United States,Vineland,New Jersey,8360,East,Office Supplies,Appliances,OFF-AP-10002765,30,1,0.6,29.4,-0.6
5035,7/27/2023 0:00,Second Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Bookcases,FUR-BO-10004690,610,5,34.5,655.5,45.5
5036,1/27/2023 0:00,Standard Class,Corporate,United States,Seattle,Washington,98115,West,Furniture,Tables,FUR-TA-10000688,530,3,19.5,630.5,100.5
5037,1/10/2023 0:00,Standard Class,Corporate,United States,Seattle,Washington,98115,West,Technology,Accessories,TEC-AC-10003441,30,2,1.2,28.8,-1.2
5038,8/20/2023 0:00,Second Class,Consumer,United States,Naperville,Illinois,60540,Central,Technology,Accessories,TEC-AC-10003610,220,5,7.2,232.8,12.8
5039,10/12/2023 0:00,First Class,Corporate,United States,Wilmington,Delaware,19805,East,Furniture,Tables,FUR-TA-10001520,190,4,8,192,2
5040,9/23/2022 0:00,First Class,Corporate,United States,Wilmington,Delaware,19805,East,Technology,Phones,TEC-PH-10001817,680,2,14.4,705.6,25.6
5041,10/11/2023 0:00,First Class,Corporate,United States,Wilmington,Delaware,19805,East,Office Supplies,Binders,OFF-BI-10004492,200,7,11,209,9
5042,11/3/2022 0:00,Second Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,OFF-PA-10002421,60,3,2.1,67.9,7.9
5043,10/4/2022 0:00,Second Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Appliances,OFF-AP-10000055,120,4,6.5,123.5,3.5
5044,9/22/2022 0:00,Second Class,Consumer,United States,Los Angeles,California,90036,West,Furniture,Furnishings,FUR-FU-10000965,410,9,18.8,451.2,41.2
5045,11/22/2023 0:00,Second Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,OFF-PA-10001363,50,5,1.2,58.8,8.8
5046,3/21/2022 0:00,Second Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Storage,OFF-ST-10001496,680,4,21.6,698.4,18.4
5047,4/3/2022 0:00,Second Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,OFF-BI-10004656,10,3,0.2,9.8,-0.2
5048,7/27/2023 0:00,Second Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Art,OFF-AR-10001227,10,5,0.2,9.8,-0.2
5049,6/30/2023 0:00,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,OFF-BI-10002071,10,7,0.5,9.5,-0.5
5050,2/2/2022 0:00,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Accessories,TEC-AC-10004901,80,2,1.6,78.4,-1.6
5051,9/1/2022 0:00,Standard Class,Home Office,United States,Des Moines,Washington,98198,West,Office Supplies,Paper,OFF-PA-10001776,20,2,0.6,19.4,-0.6
5052,3/28/2022 0:00,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Envelopes,OFF-EN-10000483,20,2,0.6,19.4,-0.6
5053,5/21/2022 0:00,Same Day,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Paper,OFF-PA-10003129,180,4,8,192,12
5054,10/14/2023 0:00,Second Class,Consumer,United States,Dallas,Texas,75217,Central,Technology,Accessories,TEC-AC-10003198,360,5,8,392,32
5055,1/3/2023 0:00,Second Class,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Art,OFF-AR-10001246,10,3,0.3,9.7,-0.3
5056,6/22/2023 0:00,Second Class,Consumer,United States,Dallas,Texas,75217,Central,Furniture,Bookcases,FUR-BO-10003272,1170,9,40.5,1309.5,139.5
5057,12/27/2023 0:00,First Class,Consumer,United States,Moreno Valley,California,92553,West,Office Supplies,Paper,OFF-PA-10002606,30,5,1.5,28.5,-1.5
5058,10/20/2023 0:00,First Class,Consumer,United States,Moreno Valley,California,92553,West,Office Supplies,Storage,OFF-ST-10002486,40,6,1.2,38.8,-1.2
5059,8/6/2022 0:00,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Binders,OFF-BI-10004330,80,9,2,98,18
5060,10/28/2023 0:00,Second Class,Consumer,United States,Georgetown,Kentucky,40324,South,Technology,Phones,TEC-PH-10000560,600,2,14,686,86
5061,11/3/2023 0:00,Second Class,Consumer,United States,Georgetown,Kentucky,40324,South,Office Supplies,Storage,OFF-ST-10000060,530,9,23.2,556.8,26.8
5062,3/29/2022 0:00,Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Binders,OFF-BI-10003684,40,2,1.2,38.8,-1.2
5063,10/7/2022 0:00,Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Technology,Phones,TEC-PH-10000441,310,3,7.6,372.4,62.4
5064,1/9/2022 0:00,Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Furniture,Furnishings,FUR-FU-10000723,100,3,6,114,14
5065,1/17/2023 0:00,First Class,Consumer,United States,Wilmington,Delaware,19805,East,Technology,Phones,TEC-PH-10004977,350,2,11.7,378.3,28.3
5066,1/6/2022 0:00,Standard Class,Consumer,United States,Burlington,North Carolina,27217,South,Technology,Accessories,TEC-AC-10002001,350,3,11.4,368.6,18.6
5067,10/13/2022 0:00,Standard Class,Consumer,United States,Burlington,North Carolina,27217,South,Furniture,Tables,FUR-TA-10001889,1510,7,35.6,1744.4,234.4
5068,3/24/2022 0:00,Standard Class,Home Office,United States,Los Angeles,California,90008,West,Office Supplies,Art,OFF-AR-10003504,20,5,1,19,-1
5069,9/13/2022 0:00,Standard Class,Home Office,United States,Trenton,Michigan,48183,Central,Technology,Copiers,TEC-CO-10001571,500,1,16.5,533.5,33.5
5070,6/8/2022 0:00,Standard Class,Home Office,United States,Trenton,Michigan,48183,Central,Office Supplies,Appliances,OFF-AP-10002495,150,3,8.5,161.5,11.5
5071,7/20/2022 0:00,Standard Class,Home Office,United States,Trenton,Michigan,48183,Central,Office Supplies,Envelopes,OFF-EN-10002500,40,3,1.2,38.8,-1.2
5072,8/19/2023 0:00,Standard Class,Home Office,United States,Trenton,Michigan,48183,Central,Furniture,Furnishings,FUR-FU-10002088,50,6,1.5,48.5,-1.5
5073,5/28/2023 0:00,Standard Class,Home Office,United States,Trenton,Michigan,48183,Central,Technology,Phones,TEC-PH-10001128,270,2,9,291,21
5074,10/21/2022 0:00,Same Day,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,OFF-ST-10000649,50,4,1.8,58.2,8.2
5075,7/18/2022 0:00,Second Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Binders,OFF-BI-10002103,10,2,0.2,9.8,-0.2
5076,11/10/2022 0:00,Second Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Tables,FUR-TA-10001705,610,5,14.8,725.2,115.2
5077,5/31/2023 0:00,Second Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Storage,OFF-ST-10004634,30,5,2,38,8
5078,1/30/2023 0:00,Second Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Tables,FUR-TA-10004442,380,2,20,380,0
5079,7/13/2022 0:00,Standard Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Binders,OFF-BI-10002949,20,3,1,19,-1
5080,5/17/2022 0:00,Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Bookcases,FUR-BO-10002213,300,3,7.2,352.8,52.8
5081,1/14/2022 0:00,Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,OFF-ST-10001325,10,1,0.5,9.5,-0.5
5082,3/28/2023 0:00,Same Day,Home Office,United States,Cleveland,Ohio,44105,East,Office Supplies,Paper,OFF-PA-10003441,20,4,1,19,-1
5083,7/24/2023 0:00,Standard Class,Consumer,United States,Monroe,North Carolina,28110,South,Technology,Accessories,TEC-AC-10004209,30,4,0.8,39.2,9.2
5084,12/5/2023 0:00,Standard Class,Consumer,United States,Monroe,North Carolina,28110,South,Office Supplies,Paper,OFF-PA-10000501,50,3,3,57,7
5085,8/23/2022 0:00,Second Class,Corporate,United States,Lowell,Massachusetts,1852,East,Office Supplies,Paper,OFF-PA-10003656,100,4,3.3,106.7,6.7
5086,5/2/2023 0:00,Standard Class,Home Office,United States,Dallas,Texas,75081,Central,Office Supplies,Binders,OFF-BI-10001107,10,2,0.5,9.5,-0.5
5087,12/1/2023 0:00,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Technology,Phones,TEC-PH-10000562,390,7,18.8,451.2,61.2
5088,4/30/2022 0:00,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,TEC-AC-10001101,10,1,0.4,9.6,-0.4
5089,7/3/2023 0:00,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,OFF-BI-10003529,0,3,0,0,0
5090,4/7/2023 0:00,First Class,Corporate,United States,Loveland,Colorado,80538,West,Office Supplies,Paper,OFF-PA-10001752,10,2,0.2,9.8,-0.2
5091,3/24/2023 0:00,First Class,Corporate,United States,Loveland,Colorado,80538,West,Office Supplies,Envelopes,OFF-EN-10001141,10,1,0.5,9.5,-0.5
5092,4/6/2023 0:00,Standard Class,Consumer,United States,Loveland,Colorado,80538,West,Office Supplies,Fasteners,OFF-FA-10003472,0,3,0,0,0
5093,11/10/2022 0:00,Standard Class,Corporate,United States,Woonsocket,Rhode Island,2895,East,Office Supplies,Storage,OFF-ST-10004507,50,3,1,49,-1
5094,6/16/2022 0:00,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Appliances,OFF-AP-10004036,10,4,0.2,9.8,-0.2
5095,7/19/2023 0:00,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Tables,FUR-TA-10004086,170,5,10.5,199.5,29.5
5096,12/15/2022 0:00,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,TEC-PH-10000307,30,4,1.6,38.4,8.4
5097,11/25/2023 0:00,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,FUR-FU-10002088,10,3,0.3,9.7,-0.3
5098,3/8/2022 0:00,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,OFF-BI-10004965,0,2,0,0,0
5099,3/26/2022 0:00,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,OFF-ST-10002485,30,2,1.2,38.8,8.8
